1:ItNr	2:Metric	2:Metric0	2:Metric1	2:Metric2	3a:Time	3b:StepSize	4:||Gradient0||	4:||Gradient1||	4:||Gradient2||	4:||Gradient||	Time0[ms]	Time1[ms]	Time2[ms]	Time[ms]
0	-0.865196	-0.449851	-0.415346	0.000000	0.000000	800.596828	0.002688	0.002215	0.000000	0.003327	1.0	1.6	1.1	208.8
1	-0.896673	-0.499467	-0.397206	0.000000	0.000000	800.596828	0.004183	0.005898	0.000000	0.009089	1.2	1.9	1.3	8.1
2	-0.883197	-0.476451	-0.406746	0.000000	0.000000	800.596828	0.002043	0.002818	0.000000	0.004069	1.4	1.8	1.4	8.5
3	-0.887628	-0.481903	-0.405725	0.000000	0.000000	800.596828	0.002346	0.002105	0.000000	0.003211	1.1	2.0	1.2	8.3
4	-0.852069	-0.461195	-0.390874	0.000000	0.000000	800.596828	0.002037	0.004586	0.000000	0.004721	1.0	1.9	1.1	6.0
5	-0.921000	-0.484867	-0.436133	0.000000	0.000000	800.596828	0.003176	0.006081	0.000000	0.004045	1.0	1.8	1.3	6.1
6	-0.876052	-0.478957	-0.397094	0.000000	0.000000	800.596828	0.003642	0.005314	0.000000	0.003981	1.1	1.7	1.0	5.8
7	-0.921618	-0.513912	-0.407706	0.000000	0.000000	800.596828	0.002328	0.005795	0.000000	0.006727	1.2	1.9	1.4	6.3
8	-0.877507	-0.449024	-0.428483	0.000000	0.000000	800.596828	0.001762	0.002250	0.000000	0.003178	1.1	1.8	1.1	5.8
9	-0.926964	-0.504288	-0.422677	0.000000	0.000000	800.596828	0.001343	0.002251	0.000000	0.002677	1.2	1.8	1.5	9.8
10	-0.928068	-0.498710	-0.429358	0.000000	0.000000	800.596828	0.001761	0.002141	0.000000	0.003087	1.6	1.8	1.3	8.8
11	-0.947608	-0.524124	-0.423483	0.000000	0.000000	800.596828	0.002291	0.004379	0.000000	0.003860	1.3	2.0	1.4	8.7
12	-0.915695	-0.496189	-0.419506	0.000000	0.000000	800.596828	0.001571	0.005654	0.000000	0.006507	1.5	2.1	1.1	9.0
13	-0.956495	-0.514769	-0.441727	0.000000	0.999122	764.236570	0.001943	0.008319	0.000000	0.009788	1.3	1.9	1.2	8.3
14	-0.930202	-0.500907	-0.429296	0.000000	1.999122	731.007624	0.001330	0.002222	0.000000	0.002672	1.2	1.9	1.2	8.3
15	-0.910170	-0.493736	-0.416434	0.000000	2.956122	701.805299	0.002369	0.004010	0.000000	0.005727	1.5	1.7	1.2	8.3
16	-0.907134	-0.494476	-0.412659	0.000000	2.385686	718.924120	0.003726	0.010760	0.000000	0.013456	1.2	1.6	1.1	8.1
17	-0.922687	-0.503767	-0.418920	0.000000	1.828451	736.472791	0.002172	0.003020	0.000000	0.004732	1.2	1.7	1.1	7.8
18	-0.939956	-0.524277	-0.415679	0.000000	1.034794	762.999335	0.002131	0.002782	0.000000	0.004501	1.4	1.7	1.1	7.9
19	-0.927504	-0.501118	-0.426385	0.000000	0.241137	791.508163	0.002305	0.003122	0.000000	0.003266	1.3	1.7	1.1	7.9
20	-0.936712	-0.515488	-0.421225	0.000000	1.240712	755.935045	0.002608	0.003951	0.000000	0.003737	1.0	1.6	2.2	8.5
21	-0.943538	-0.507862	-0.435677	0.000000	0.447138	783.905694	0.001756	0.002877	0.000000	0.003449	1.2	2.0	1.3	8.6
22	-0.936880	-0.505867	-0.431014	0.000000	0.000000	800.596828	0.002161	0.002454	0.000000	0.002984	1.2	1.7	1.1	7.9
23	-0.911981	-0.491557	-0.420424	0.000000	0.000000	800.596828	0.002890	0.005315	0.000000	0.004084	1.2	2.0	1.3	6.3
24	-0.940273	-0.500281	-0.439993	0.000000	0.719709	774.068078	0.001875	0.003999	0.000000	0.005456	1.2	1.7	1.2	6.2
25	-0.917070	-0.492555	-0.424515	0.000000	1.719709	739.997744	0.001688	0.002542	0.000000	0.003504	1.2	1.9	1.4	6.4
26	-0.969317	-0.533682	-0.435635	0.000001	1.631834	742.871015	0.001514	0.002716	0.000000	0.003176	1.2	2.0	1.4	6.5
27	-0.965356	-0.546738	-0.418618	0.000001	0.911037	767.308880	0.001331	0.002096	0.000000	0.002836	1.2	1.8	1.1	5.9
28	-0.925325	-0.508277	-0.417049	0.000001	0.526630	781.010925	0.001994	0.004647	0.000000	0.004317	1.0	1.9	1.1	6.0
29	-1.003425	-0.555795	-0.447631	0.000001	1.525209	746.387456	0.001924	0.003222	0.000000	0.004759	1.1	1.7	1.1	5.7
30	-0.928741	-0.512974	-0.415767	0.000001	2.522119	714.754215	0.003060	0.004617	0.000000	0.004367	1.3	2.0	1.2	8.3
31	-0.964521	-0.526609	-0.437912	0.000001	1.730404	739.649570	0.001797	0.003278	0.000000	0.002954	1.4	1.9	1.2	8.3
32	-0.945318	-0.502388	-0.442931	0.000001	2.500440	715.413565	0.002419	0.003588	0.000000	0.005284	1.2	1.8	1.2	8.2
33	-0.940444	-0.526473	-0.413972	0.000001	3.500354	686.215943	0.002383	0.004004	0.000000	0.005901	1.1	1.7	1.1	7.6
34	-0.966220	-0.516271	-0.449950	0.000001	4.500354	659.305887	0.002148	0.002999	0.000000	0.004607	1.2	1.8	1.2	8.2
35	-1.011512	-0.552422	-0.459091	0.000001	3.707065	680.474743	0.001803	0.002266	0.000000	0.003471	1.1	1.9	1.3	8.2
36	-0.934583	-0.508373	-0.426211	0.000001	4.705240	654.050833	0.001006	0.001614	0.000000	0.002229	1.2	2.0	1.3	6.5
37	-0.909600	-0.493145	-0.416456	0.000001	4.454690	660.488638	0.001289	0.002441	0.000000	0.002926	1.2	1.8	1.2	6.0
38	-0.979557	-0.523205	-0.456354	0.000001	3.661759	681.724835	0.001600	0.004308	0.000000	0.005617	1.2	2.0	1.4	6.5
39	-0.931587	-0.501585	-0.430004	0.000001	4.661759	655.159048	0.001372	0.002232	0.000000	0.002817	1.2	1.8	1.3	6.2
40	-0.947013	-0.511621	-0.435393	0.000001	3.868102	676.068228	0.001539	0.003260	0.000000	0.003947	1.2	1.9	1.5	6.8
41	-0.926014	-0.499959	-0.426056	0.000001	3.077335	698.272173	0.001385	0.002938	0.000000	0.003514	1.1	1.6	1.1	9.7
42	-0.993093	-0.533825	-0.459269	0.000001	2.283689	722.073436	0.001513	0.002277	0.000000	0.003247	1.1	1.8	1.4	7.8
43	-0.924185	-0.487970	-0.436216	0.000001	1.521983	746.494369	0.001692	0.002909	0.000000	0.003400	1.2	1.8	1.1	7.9
44	-0.915571	-0.501983	-0.413589	0.000001	0.728600	773.751355	0.003170	0.002099	0.000000	0.003501	1.2	1.7	1.2	7.9
45	-0.995470	-0.554197	-0.441274	0.000001	0.809492	770.881462	0.001505	0.002337	0.000000	0.002817	1.3	1.9	1.4	8.3
46	-0.975746	-0.543889	-0.431858	0.000001	0.068020	798.012029	0.003705	0.003971	0.000000	0.007024	1.2	2.0	1.3	10.0
47	-0.927411	-0.506830	-0.420582	0.000001	0.000000	800.596828	0.002415	0.002568	0.000000	0.004530	1.3	1.9	1.0	7.7
48	-0.907120	-0.491346	-0.415775	0.000001	0.999999	764.206104	0.002053	0.002824	0.000000	0.004384	1.5	1.7	1.1	7.8
49	-0.957538	-0.532866	-0.424673	0.000001	1.999999	730.979750	0.002340	0.002638	0.000000	0.003714	1.3	1.8	1.3	6.5
50	-0.961349	-0.534002	-0.427349	0.000001	2.999999	700.522259	0.001807	0.003595	0.000000	0.003793	1.2	1.8	1.4	7.8
51	-0.971684	-0.509330	-0.462355	0.000001	2.285297	722.023563	0.001423	0.002092	0.000000	0.002573	1.2	2.0	1.3	10.5
52	-1.008348	-0.547899	-0.460450	0.000001	1.491648	747.501171	0.002930	0.003341	0.000000	0.005616	1.1	1.6	1.2	5.6
53	-0.933056	-0.513088	-0.419969	0.000001	2.491645	715.681398	0.002465	0.003528	0.000000	0.005394	1.1	1.8	1.2	6.0
54	-0.949003	-0.517243	-0.431762	0.000001	1.697988	740.705894	0.001547	0.002037	0.000000	0.002680	1.3	2.0	1.5	6.7
55	-0.982275	-0.533166	-0.449110	0.000001	1.643528	742.487352	0.002472	0.004140	0.000000	0.003405	1.2	1.8	1.4	8.2
56	-0.915227	-0.501214	-0.414014	0.000001	2.104203	727.682886	0.001215	0.002676	0.000000	0.003196	2.4	1.8	1.2	9.5
57	-0.996538	-0.545240	-0.451300	0.000001	1.332964	752.812446	0.001713	0.002694	0.000000	0.002927	1.1	1.8	1.2	8.0
58	-0.976612	-0.532233	-0.444380	0.000002	0.539309	780.551193	0.001421	0.002569	0.000000	0.003078	1.1	1.9	1.3	8.2
59	-0.961585	-0.522153	-0.439434	0.000002	0.000000	800.596828	0.001116	0.002838	0.000000	0.003013	1.2	1.9	1.3	8.0
60	-0.935470	-0.509452	-0.426019	0.000002	0.000000	800.596828	0.002156	0.001857	0.000000	0.003334	1.2	1.9	1.2	6.4
61	-0.979487	-0.529824	-0.449665	0.000002	0.999999	764.206091	0.002043	0.002705	0.000000	0.004164	5.3	1.8	1.4	12.3
62	-0.997395	-0.539215	-0.458182	0.000002	0.206342	792.806859	0.001226	0.001875	0.000000	0.002454	1.0	1.7	1.2	5.8
63	-0.989433	-0.534370	-0.455065	0.000002	1.196875	757.427950	0.002323	0.004170	0.000000	0.004681	1.1	1.7	1.0	7.4
64	-0.997137	-0.527314	-0.469824	0.000002	0.403894	785.489467	0.002275	0.002237	0.000000	0.003450	1.1	1.8	1.0	5.8
65	-0.982899	-0.546071	-0.436830	0.000002	0.000000	800.596828	0.001939	0.003360	0.000000	0.003488	1.1	1.7	1.1	5.7
66	-1.005198	-0.533361	-0.471839	0.000002	0.999974	764.206953	0.001494	0.002617	0.000000	0.002976	1.1	1.7	1.1	5.8
67	-1.009429	-0.555273	-0.454158	0.000002	0.222228	792.213408	0.001180	0.002742	0.000000	0.003348	1.1	1.7	1.0	6.0
68	-1.001130	-0.542943	-0.458190	0.000002	0.000000	800.596828	0.001678	0.002725	0.000000	0.003620	1.2	2.1	1.1	6.3
69	-1.042680	-0.585429	-0.457253	0.000002	0.000000	800.596828	0.001171	0.001984	0.000000	0.002730	1.0	1.9	1.2	8.1
70	-0.948864	-0.519445	-0.429421	0.000002	0.805304	771.029526	0.001618	0.002630	0.000000	0.003387	1.2	1.7	1.1	6.0
71	-1.003058	-0.555441	-0.447619	0.000002	0.039687	799.086660	0.001437	0.002902	0.000000	0.003976	1.3	1.9	1.5	10.6
72	-1.018994	-0.565842	-0.453155	0.000002	0.000000	800.596828	0.001207	0.002192	0.000000	0.002601	1.1	1.6	1.0	9.5
73	-0.956890	-0.513939	-0.442953	0.000002	0.000000	800.596828	0.001162	0.002107	0.000000	0.002275	1.1	1.6	1.1	8.5
74	-0.958163	-0.521603	-0.436562	0.000002	0.000000	800.596828	0.001653	0.002247	0.000000	0.003030	1.2	1.8	1.2	6.2
75	-0.956348	-0.519003	-0.437347	0.000002	0.613814	777.860557	0.001266	0.002410	0.000000	0.003039	1.1	1.9	1.2	6.1
76	-0.923203	-0.494268	-0.428938	0.000002	0.000000	800.596828	0.001758	0.002718	0.000000	0.003390	1.0	1.9	1.2	8.1
77	-0.984726	-0.543795	-0.440933	0.000003	0.086690	797.305485	0.001262	0.002680	0.000000	0.003194	1.3	1.7	1.1	10.3
78	-0.970909	-0.524744	-0.446168	0.000003	0.000000	800.596828	0.001537	0.002269	0.000000	0.003279	1.1	1.9	1.3	6.1
79	-0.938831	-0.502020	-0.436813	0.000003	0.000000	800.596828	0.002760	0.004098	0.000000	0.003639	1.2	1.8	1.5	8.0
80	-0.994782	-0.553021	-0.441764	0.000003	0.000000	800.596828	0.001479	0.001891	0.000000	0.002802	1.2	2.2	1.3	6.9
81	-0.984127	-0.552039	-0.432091	0.000003	0.000000	800.596828	0.001224	0.002154	0.000000	0.002601	1.1	1.7	1.2	5.9
82	-0.982990	-0.534486	-0.448507	0.000003	0.635855	777.068127	0.001774	0.006166	0.000000	0.007512	1.2	1.7	1.1	5.9
83	-0.985548	-0.550251	-0.435300	0.000003	1.632575	742.846693	0.001065	0.003133	0.000000	0.003633	1.1	1.6	1.0	5.6
84	-0.996884	-0.528907	-0.467980	0.000003	0.838918	769.842794	0.001589	0.002374	0.000000	0.003057	1.1	1.7	1.1	5.7
85	-1.003880	-0.563439	-0.440444	0.000003	0.249588	791.193380	0.001141	0.002362	0.000000	0.002560	1.1	2.7	1.3	7.3
86	-1.018978	-0.575462	-0.443520	0.000003	1.232559	756.212245	0.001457	0.002353	0.000000	0.003037	1.1	1.7	1.2	8.3
87	-0.995059	-0.546743	-0.448318	0.000003	1.628623	742.976413	0.001816	0.002490	0.000000	0.003771	1.4	1.7	1.1	6.1
88	-0.985199	-0.547686	-0.437516	0.000003	0.844199	769.656680	0.001220	0.001881	0.000000	0.002523	1.3	1.8	1.2	8.3
89	-0.997033	-0.544453	-0.452583	0.000003	0.051125	798.652471	0.001649	0.005187	0.000000	0.006551	1.2	1.6	1.1	5.8
90	-1.011618	-0.547744	-0.463877	0.000003	0.000000	800.596828	0.001567	0.002369	0.000000	0.003011	1.1	1.8	1.2	6.0
91	-0.992520	-0.541168	-0.451355	0.000003	0.000000	800.596828	0.001413	0.002541	0.000000	0.003146	1.1	1.7	1.1	5.8
92	-1.008197	-0.543765	-0.464435	0.000003	0.000000	800.596828	0.001510	0.003280	0.000000	0.003669	1.1	1.6	1.1	5.7
93	-0.975649	-0.537375	-0.438277	0.000003	0.000000	800.596828	0.001829	0.002217	0.000000	0.003386	1.1	1.7	1.1	5.8
94	-1.040217	-0.574940	-0.465280	0.000003	0.000000	800.596828	0.001660	0.003068	0.000000	0.003430	1.2	2.1	1.4	6.7
95	-0.982395	-0.545431	-0.436967	0.000003	0.927725	766.724944	0.001843	0.004364	0.000000	0.005693	1.6	1.9	1.3	6.8
96	-0.987799	-0.540274	-0.447528	0.000003	1.927725	733.283992	0.001830	0.002195	0.000000	0.003146	1.3	1.8	1.2	6.3
97	-0.976016	-0.530825	-0.445195	0.000003	2.838099	705.279966	0.001326	0.002369	0.000000	0.002970	1.2	1.9	1.2	6.3
98	-0.990061	-0.551949	-0.438115	0.000003	2.044444	729.569926	0.001821	0.002606	0.000000	0.003285	1.2	1.8	1.2	6.2
99	-1.003082	-0.551391	-0.451694	0.000004	1.250813	755.591870	0.001292	0.002706	0.000000	0.002849	1.2	1.9	1.3	6.2
100	-0.946574	-0.513143	-0.433435	0.000003	2.250634	723.099993	0.001070	0.002059	0.000000	0.002534	1.2	2.0	1.1	6.3
101	-0.980929	-0.524512	-0.456420	0.000004	1.490140	747.551285	0.001105	0.002580	0.000000	0.003115	1.2	1.8	1.0	5.9
102	-1.015335	-0.554827	-0.460512	0.000004	0.696547	774.894432	0.001395	0.005519	0.000000	0.005671	1.2	1.7	1.1	6.0
103	-0.992427	-0.552436	-0.439995	0.000004	0.000000	800.596828	0.001507	0.002628	0.000000	0.003792	1.2	1.7	1.0	5.9
104	-1.010372	-0.564384	-0.445991	0.000004	1.000000	764.206063	0.001376	0.001962	0.000000	0.002742	1.1	1.8	1.1	5.9
105	-1.053373	-0.577647	-0.475730	0.000004	1.822933	736.650879	0.001117	0.002485	0.000000	0.003270	1.2	1.7	1.0	5.8
106	-1.012048	-0.549887	-0.462165	0.000004	2.039523	729.725765	0.001468	0.004591	0.000000	0.004088	1.2	1.7	1.1	5.9
107	-1.007003	-0.554734	-0.452273	0.000004	3.039483	699.371660	0.001324	0.002412	0.000000	0.002984	1.7	1.7	1.1	8.2
108	-0.988321	-0.551737	-0.436589	0.000004	4.039480	671.441002	0.001061	0.002294	0.000000	0.002544	1.2	1.7	1.2	6.1
109	-0.989011	-0.538421	-0.450594	0.000004	3.245915	693.417155	0.001191	0.002623	0.000000	0.003467	1.2	2.0	1.5	6.6
110	-1.063196	-0.584547	-0.478653	0.000004	2.452358	716.880311	0.001307	0.002332	0.000000	0.002992	1.3	1.8	1.2	6.2
111	-1.045598	-0.578222	-0.467380	0.000004	1.658701	741.990173	0.001250	0.002279	0.000000	0.002624	1.1	1.6	1.1	5.7
112	-1.010524	-0.556478	-0.454051	0.000004	0.866381	768.875912	0.001417	0.002735	0.000000	0.003466	1.1	1.7	1.3	6.0
113	-1.035643	-0.565090	-0.470557	0.000004	0.072758	797.832606	0.001960	0.001947	0.000000	0.002994	1.2	1.7	1.0	5.9
114	-0.970436	-0.513798	-0.456642	0.000004	0.000000	800.596828	0.001548	0.001721	0.000000	0.002566	1.2	1.8	1.2	7.6
115	-0.965920	-0.510009	-0.455916	0.000004	0.000000	800.596828	0.001484	0.002923	0.000000	0.003795	1.4	1.7	1.0	6.0
116	-1.056437	-0.571317	-0.485124	0.000004	0.998129	764.271070	0.001866	0.003138	0.000000	0.004244	1.1	1.8	1.4	6.3
117	-1.016276	-0.560513	-0.455768	0.000004	1.995622	731.118865	0.001417	0.002458	0.000000	0.003118	1.1	1.9	1.2	6.0
118	-1.008696	-0.555419	-0.453281	0.000004	1.201965	757.254287	0.002379	0.002757	0.000000	0.003656	1.2	1.8	1.1	6.0
119	-0.966080	-0.535451	-0.430633	0.000004	0.446491	783.929347	0.001160	0.002599	0.000000	0.003222	1.2	1.8	1.1	7.1
120	-1.007538	-0.543479	-0.464064	0.000004	0.000000	800.596828	0.000917	0.002069	0.000000	0.002394	1.4	1.9	1.1	6.3
121	-0.994265	-0.536098	-0.458172	0.000004	0.991862	764.488841	0.001174	0.001902	0.000000	0.002358	1.1	1.7	1.3	5.9
122	-1.026150	-0.555676	-0.470479	0.000004	0.203997	792.894528	0.003016	0.001744	0.000000	0.003462	1.1	1.6	1.2	5.9
123	-1.004059	-0.550216	-0.453847	0.000004	1.156634	758.803580	0.001683	0.003724	0.000000	0.004735	1.2	1.7	1.1	7.8
124	-0.960221	-0.511065	-0.449160	0.000005	2.156634	726.035278	0.001466	0.001784	0.000000	0.002392	1.4	1.8	1.1	8.2
125	-1.014185	-0.556412	-0.457777	0.000004	3.156625	695.980229	0.001471	0.002746	0.000000	0.003649	1.0	1.8	1.3	6.0
126	-0.970366	-0.515408	-0.454962	0.000005	2.589291	712.718883	0.001628	0.002573	0.000000	0.003254	1.1	1.6	1.0	5.6
127	-1.029258	-0.562996	-0.466266	0.000005	3.143367	696.362423	0.001188	0.002553	0.000000	0.003247	1.2	1.9	1.2	6.2
128	-1.016275	-0.571971	-0.444309	0.000005	2.474682	716.198571	0.001181	0.002286	0.000000	0.002701	1.1	1.8	1.1	5.9
129	-1.021708	-0.569547	-0.452166	0.000005	1.757130	738.780905	0.001604	0.002301	0.000000	0.002722	1.3	1.8	1.2	7.9
130	-0.987075	-0.543772	-0.443308	0.000005	2.751745	707.844128	0.001624	0.002532	0.000000	0.003036	1.2	1.8	1.1	6.2
131	-0.991458	-0.549021	-0.442442	0.000005	2.006960	730.758594	0.001551	0.003652	0.000000	0.003578	1.2	1.5	1.0	5.8
132	-1.024847	-0.563945	-0.460906	0.000005	1.941020	732.859029	0.001353	0.002009	0.000000	0.002849	1.0	1.6	1.2	5.8
133	-1.049677	-0.576802	-0.472880	0.000005	2.416593	717.975207	0.001231	0.002105	0.000000	0.002597	1.1	1.6	1.1	5.6
134	-0.961874	-0.529795	-0.432083	0.000005	1.624373	743.115982	0.001703	0.002272	0.000000	0.003074	1.1	1.7	1.1	6.0
135	-0.997731	-0.549798	-0.447939	0.000005	0.831470	770.105411	0.001544	0.002240	0.000000	0.003212	1.1	1.7	1.3	6.0
136	-0.984659	-0.528381	-0.456283	0.000005	0.037828	799.157285	0.001594	0.001838	0.000000	0.002697	1.2	1.7	1.2	10.1
137	-1.037124	-0.579998	-0.457132	0.000005	0.981402	764.852638	0.002293	0.003097	0.000000	0.004936	1.0	1.7	1.2	5.6
138	-1.011821	-0.550805	-0.461022	0.000005	0.192877	793.310554	0.001226	0.002063	0.000000	0.002645	1.2	2.0	1.4	8.2
139	-0.990147	-0.522430	-0.467723	0.000005	1.143444	759.255591	0.001444	0.003439	0.000000	0.004430	1.8	5.0	1.3	11.9
140	-0.973957	-0.522727	-0.451235	0.000005	0.352022	787.397716	0.001617	0.001921	0.000000	0.002549	1.2	2.8	1.3	7.3
141	-1.022319	-0.558266	-0.464058	0.000005	0.000000	800.596828	0.001372	0.001972	0.000000	0.002943	1.2	2.2	1.2	6.7
142	-0.974808	-0.531462	-0.443352	0.000005	0.000000	800.596828	0.001140	0.002445	0.000000	0.003046	1.2	1.6	1.1	5.9
143	-0.996538	-0.534955	-0.461588	0.000005	0.000000	800.596828	0.001552	0.002946	0.000000	0.003859	1.1	1.8	1.2	6.0
144	-1.013286	-0.545511	-0.467779	0.000005	0.999113	764.236878	0.002130	0.002267	0.000000	0.003458	1.2	1.7	1.5	8.4
145	-0.983916	-0.529464	-0.454457	0.000005	1.999113	731.007912	0.001319	0.002313	0.000000	0.003113	1.3	1.9	1.1	6.2
146	-1.044237	-0.583982	-0.460260	0.000005	2.529536	714.528898	0.001431	0.002040	0.000000	0.002605	1.1	1.6	1.2	5.8
147	-0.963515	-0.527857	-0.435664	0.000006	1.766152	738.488137	0.001495	0.003067	0.000000	0.003489	1.1	1.7	1.1	7.8
148	-1.010895	-0.539566	-0.471335	0.000006	2.753640	707.787663	0.001612	0.002933	0.000000	0.003167	1.5	2.0	1.3	8.9
149	-1.061404	-0.593946	-0.467463	0.000005	3.454920	687.490821	0.001598	0.002260	0.000000	0.003457	1.2	1.8	1.1	8.0
150	-1.030565	-0.554796	-0.475774	0.000006	2.667258	710.370974	0.001453	0.002040	0.000000	0.002827	1.2	1.7	1.0	7.9
151	-1.082242	-0.595204	-0.487043	0.000005	3.422719	688.397277	0.001375	0.002626	0.000000	0.003355	1.1	1.8	1.2	5.9
152	-1.015090	-0.553530	-0.461565	0.000005	2.631404	711.448772	0.001209	0.002290	0.000000	0.002936	1.1	1.9	1.3	10.4
153	-0.963444	-0.530471	-0.432979	0.000006	3.625925	682.716823	0.001243	0.002500	0.000000	0.002878	1.1	2.3	1.4	8.3
154	-1.022358	-0.543974	-0.478390	0.000005	4.458171	660.398323	0.001470	0.002818	0.000000	0.003466	1.2	1.7	1.1	6.8
155	-1.036636	-0.548621	-0.488020	0.000006	3.763555	678.922439	0.001747	0.002399	0.000000	0.003366	1.2	1.9	1.3	7.6
156	-1.065569	-0.586849	-0.478725	0.000006	2.969984	701.399451	0.001233	0.003369	0.000000	0.003779	1.2	1.8	1.2	6.0
157	-1.016244	-0.562933	-0.453317	0.000006	2.765501	707.434408	0.001693	0.002795	0.000000	0.003703	1.1	1.8	1.2	7.8
158	-1.055708	-0.591742	-0.463972	0.000006	3.764831	678.887463	0.001277	0.002296	0.000000	0.002776	1.2	1.8	1.1	10.1
159	-1.016141	-0.558427	-0.457720	0.000006	3.009987	700.230847	0.001353	0.001686	0.000000	0.002441	1.1	1.6	1.1	7.5
160	-1.015062	-0.556855	-0.458213	0.000006	2.234623	723.598277	0.001245	0.001990	0.000000	0.002651	1.3	2.0	1.4	7.0
161	-1.004630	-0.559833	-0.444803	0.000006	1.446820	748.993997	0.001152	0.002359	0.000000	0.002764	1.2	1.8	1.2	6.2
162	-0.981301	-0.541982	-0.439325	0.000006	0.971749	765.188664	0.001673	0.002639	0.000000	0.003344	1.1	1.9	1.6	8.6
163	-1.042665	-0.570503	-0.472168	0.000006	0.180555	793.772102	0.001460	0.002317	0.000000	0.002688	1.5	2.0	1.3	8.6
164	-1.010417	-0.554263	-0.456160	0.000006	0.000000	800.596828	0.001240	0.002279	0.000000	0.003031	1.2	1.8	1.1	10.0
165	-1.012292	-0.551787	-0.460511	0.000006	0.000000	800.596828	0.001426	0.002151	0.000000	0.003070	1.2	1.7	1.1	7.6
166	-0.987914	-0.520932	-0.466988	0.000006	0.904546	767.536274	0.001284	0.002312	0.000000	0.003036	1.5	1.9	1.5	10.5
167	-1.011376	-0.556320	-0.455062	0.000006	0.199512	793.062269	0.001522	0.002706	0.000000	0.002917	1.1	1.7	1.1	7.5
168	-0.995810	-0.544530	-0.451286	0.000006	0.000000	800.596828	0.001527	0.004076	0.000000	0.004985	1.1	2.0	1.2	6.2
169	-0.997921	-0.532751	-0.465176	0.000006	0.243091	791.435350	0.001456	0.002258	0.000000	0.003077	1.5	1.7	1.0	8.5
170	-1.066553	-0.588161	-0.478398	0.000006	0.000000	800.596828	0.001443	0.002553	0.000000	0.003307	1.1	1.9	1.3	8.1
